"FB139/01","BMC AIR FILTER 225x286 HOLDEN, MERCEDES","45.0000","99.0000","99.0000","Y","0000-00-00",""
"FB140/01","BMC AIR FILTER 178x244 PORSCHE BOXSTER","80.6100","149.0000","149.0000","Y","0000-00-00",""
"FB142/01","BMC AIR FILTER 102x300 CITROEN/PEUGEOT","67.1900","119.0000","119.0000","Y","0000-00-00",""
"FB145/01","BMC AIR FILTER 204x235 MERC.VOLVO","58.8400","119.0000","119.0000","Y","0000-00-00",""
"FB146/06","BMC AIR FILTER ID74 / OD111 / H243 CITROEN/PEUGEOT","48.3800","89.0000","89.0000","Y","0000-00-00",""
"FB147/01","BMC AIR FILTER 204x338 HOLDEN VECTRA","54.0000","99.0000","99.0000","Y","0000-00-00",""
"FB148/07","BMC AIR FILTER MERCEDES A CLASS","48.0000","99.0000","99.0000","Y","0000-00-00",""
"FB149/01","BMC AIR FILTER 164x574 BMW","80.6100","149.0000","149.0000","Y","0000-00-00",""
"FB151/01","BMC AIR FILTER 158x283 SAAB 9-3","61.8000","119.0000","119.0000","Y","0000-00-00",""
"FB152/01","BMC AIR FILTER 148x396 MG 1.8i","67.1900","119.0000","119.0000","Y","0000-00-00",""
"FB153/06","","0.0000","0.0000","0.0000","S","0000-00-00","Special Order Only"
"FB154/06","BMC AIR FILTER 103x141x250 SEAT","61.8000","109.0000","109.0000","Y","0000-00-00",""
"FB155/06","BMC AIR FILTER 226x278x62 VW POLO","67.1900","119.0000","119.0000","Y","0000-00-00",""
"FB156/01","BMC AIR FILTER 171/128x528 PORSCHE","96.2800","199.0000","199.0000","Y","0000-00-00",""
"FB157/06","BMC AIR FILTER 91x125x236 RENAULT","61.8000","109.0000","109.0000","Y","0000-00-00",""
"FB158/01","BMC AIR FILTER 184x274 MAZDA","61.8000","109.0000","109.0000","Y","0000-00-00",""
"FB159/01","BMC AIR FILTER 184x359 AUDI VW SEAT","67.1900","119.0000","119.0000","Y","0000-00-00",""
"FB164/01","BMC AIR FILTER 134x224 FIAT","51.0300","99.0000","99.0000","Y","0000-00-00",""
"FB165/04","BMC AIR FILTER 161x246 FIAT","67.1900","109.0000","109.0000","Y","0000-00-00",""
"FB166/01","BMC AIR FILTER 184x287 FORD/HOLDEN","42.0000","99.0000","99.0000","Y","0000-00-00",""
"FB167/01","BMC AIR FILTER 94x200 VW","51.0300","99.0000","99.0000","Y","0000-00-00",""
"FB170/01","BMC AIR FILTER 134x268 CHRY","51.0300","99.0000","99.0000","Y","0000-00-00",""
"FB175/01","BMC AIR FILTER 155x327 CITROEN.PEUG","67.1900","119.0000","119.0000","Y","0000-00-00",""
"FB179/07","BMC AIR FILTER 90 X 140 X 128 RENAULT","51.0300","99.0000","99.0000","Y","0000-00-00",""
"FB180/07","BMC AIR FILTER CYLINDRICAL - 210 ID X 255 OD X 61 H (MM)","51.0300","99.0000","99.0000","Y","0000-00-00",""
"FB181/01","","0.0000","0.0000","0.0000","S","0000-00-00","Special Order Only"
"FB182/01","","0.0000","0.0000","0.0000","S","0000-00-00","Special Order Only"
"FB183/07","BMC AIR FILTER ID91 / OD125 H268 RENAULT","51.0300","99.0000","99.0000","Y","0000-00-00",""
"FB184/01","BMC AIR FILTER 168x282 HOLD.NIS.TOY","44.7000","99.0000","99.0000","Y","0000-00-00",""
"FB185/04","BMC AIR FILTER 157x310 TOY","67.1900","109.0000","109.0000","Y","0000-00-00",""
"FB188/01","BMC AIR FILTER 169x205 PEUG.CITR. AUDI","67.1900","109.0000","109.0000","Y","0000-00-00",""
"FB191/01","BMC AIR FILTER 149x264 FORD","67.1900","109.0000","109.0000","Y","0000-00-00",""
"FB192/06","","0.0000","0.0000","0.0000","S","0000-00-00","Special Order Only"
"FB193/01","BMC AIR FILTER 213x205 MITSUBISHI","69.0000","119.0000","119.0000","Y","0000-00-00",""
"FB195/01","BMC AIR FILTER 178x522 PORSCHE","118.1300","119.0000","119.0000","Y","0000-00-00",""
"FB197/08","BMC AIR FILTER 243 X 249 PORSCHE 911-964","85.9000","149.0000","149.0000","Y","0000-00-00",""
"FB198/07","BMC AIR FILTER ID82 / OD119 H254 RENAULT","61.8000","99.0000","99.0000","Y","0000-00-00",""
